% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
183931 +3.648501268e-04 +3.648501268e-04 -6.091963515e+01 -6.092000000e+01 +8.8653e-01 +2.6020e+00 +3.4116e+00 -1.1172e+00 -3.0886e+00 +2.0757e+00 +9.6113e-01 +9.3462e-01 -2.1157e+00 -2.6347e+00 -2.2199e+00 +2.3730e+00 -3.8227e+00 +3.2348e-01 +1.7760e-01 -3.3352e+00 +1.4707e+00 +1.9099e+00 +3.0536e+00 -2.2919e+00
200072 +2.460089577e-04 +2.460089577e-04 -6.091975399e+01 -6.092000000e+01 +8.8286e-01 +2.6091e+00 +3.4116e+00 -1.1200e+00 -3.0886e+00 +2.0757e+00 +9.6113e-01 +9.3521e-01 -2.1183e+00 -2.6446e+00 -2.2199e+00 +2.3730e+00 -3.8227e+00 +3.3074e-01 +1.8788e-01 -3.3352e+00 +1.4782e+00 +1.9153e+00 +3.0582e+00 -2.2919e+00
248350 +1.489330816e-04 +1.489330816e-04 -6.091985107e+01 -6.092000000e+01 +8.8653e-01 +2.6066e+00 +3.4116e+00 -1.1198e+00 -3.0882e+00 +2.0757e+00 +9.6297e-01 +9.3521e-01 -2.1215e+00 -2.6446e+00 -2.2257e+00 +2.3830e+00 -3.8240e+00 +3.2641e-01 +1.8748e-01 -3.3402e+00 +1.4782e+00 +1.9173e+00 +3.0507e+00 -2.2919e+00
268591 +9.820240039e-05 +9.820240039e-05 -6.091990180e+01 -6.092000000e+01 +8.8653e-01 +2.6020e+00 +3.4116e+00 -1.1200e+00 -3.0886e+00 +2.0757e+00 +9.6514e-01 +9.3521e-01 -2.1183e+00 -2.6446e+00 -2.2281e+00 +2.3767e+00 -3.8244e+00 +3.3008e-01 +1.8788e-01 -3.3352e+00 +1.4782e+00 +1.9153e+00 +3.0533e+00 -2.2919e+00
286686 +5.096796535e-05 +5.096796535e-05 -6.091994903e+01 -6.092000000e+01 +8.8888e-01 +2.6030e+00 +3.4116e+00 -1.1200e+00 -3.0886e+00 +2.0757e+00 +9.6113e-01 +9.3521e-01 -2.1183e+00 -2.6446e+00 -2.2261e+00 +2.3767e+00 -3.8244e+00 +3.2207e-01 +1.8788e-01 -3.3352e+00 +1.4782e+00 +1.9128e+00 +3.0499e+00 -2.2904e+00
294709 +2.539960082e-05 +2.539960082e-05 -6.091997460e+01 -6.092000000e+01 +8.8888e-01 +2.6030e+00 +3.4116e+00 -1.1200e+00 -3.0886e+00 +2.0757e+00 +9.6334e-01 +9.3521e-01 -2.1183e+00 -2.6446e+00 -2.2261e+00 +2.3767e+00 -3.8244e+00 +3.2207e-01 +1.8788e-01 -3.3365e+00 +1.4782e+00 +1.9128e+00 +3.0499e+00 -2.2857e+00
296568 +2.306183224e-05 +2.306183224e-05 -6.091997694e+01 -6.092000000e+01 +8.8848e-01 +2.6020e+00 +3.4116e+00 -1.1200e+00 -3.0901e+00 +2.0757e+00 +9.6514e-01 +9.3638e-01 -2.1195e+00 -2.6448e+00 -2.2281e+00 +2.3767e+00 -3.8244e+00 +3.2309e-01 +1.8788e-01 -3.3352e+00 +1.4782e+00 +1.9153e+00 +3.0533e+00 -2.2859e+00
350718 +1.470804732e-05 +1.470804732e-05 -6.091998529e+01 -6.092000000e+01 +8.8848e-01 +2.6020e+00 +3.4116e+00 -1.1200e+00 -3.0901e+00 +2.0757e+00 +9.6514e-01 +9.3638e-01 -2.1195e+00 -2.6446e+00 -2.2261e+00 +2.3767e+00 -3.8244e+00 +3.2309e-01 +1.8788e-01 -3.3365e+00 +1.4782e+00 +1.9153e+00 +3.0533e+00 -2.2859e+00
368513 +8.860334795e-06 +8.860334795e-06 -6.091999114e+01 -6.092000000e+01 +8.8888e-01 +2.6020e+00 +3.4116e+00 -1.1200e+00 -3.0901e+00 +2.0757e+00 +9.6334e-01 +9.3521e-01 -2.1183e+00 -2.6446e+00 -2.2257e+00 +2.3767e+00 -3.8244e+00 +3.2309e-01 +1.8486e-01 -3.3365e+00 +1.4782e+00 +1.9128e+00 +3.0539e+00 -2.2857e+00
368706 +5.600142323e-06 +5.600142323e-06 -6.091999440e+01 -6.092000000e+01 +8.8888e-01 +2.6030e+00 +3.4116e+00 -1.1200e+00 -3.0901e+00 +2.0757e+00 +9.6334e-01 +9.3638e-01 -2.1195e+00 -2.6448e+00 -2.2261e+00 +2.3767e+00 -3.8244e+00 +3.2309e-01 +1.8486e-01 -3.3365e+00 +1.4782e+00 +1.9128e+00 +3.0533e+00 -2.2857e+00
457741 +3.863048271e-06 +3.863048271e-06 -6.091999614e+01 -6.092000000e+01 +8.8888e-01 +2.6030e+00 +3.4116e+00 -1.1200e+00 -3.0901e+00 +2.0757e+00 +9.6462e-01 +9.3632e-01 -2.1195e+00 -2.6448e+00 -2.2257e+00 +2.3767e+00 -3.8244e+00 +3.2346e-01 +1.8564e-01 -3.3365e+00 +1.4782e+00 +1.9143e+00 +3.0533e+00 -2.2859e+00
627073 +2.472561306e-06 +2.472561306e-06 -6.091999753e+01 -6.092000000e+01 +8.8888e-01 +2.6030e+00 +3.4116e+00 -1.1209e+00 -3.0901e+00 +2.0757e+00 +9.6462e-01 +9.3632e-01 -2.1195e+00 -2.6448e+00 -2.2257e+00 +2.3767e+00 -3.8244e+00 +3.2346e-01 +1.8564e-01 -3.3365e+00 +1.4782e+00 +1.9137e+00 +3.0526e+00 -2.2859e+00
743507 +1.541056974e-06 +1.541056974e-06 -6.091999846e+01 -6.092000000e+01 +8.8888e-01 +2.6030e+00 +3.4116e+00 -1.1209e+00 -3.0901e+00 +2.0762e+00 +9.6453e-01 +9.3632e-01 -2.1195e+00 -2.6448e+00 -2.2257e+00 +2.3763e+00 -3.8247e+00 +3.2346e-01 +1.8564e-01 -3.3369e+00 +1.4782e+00 +1.9137e+00 +3.0526e+00 -2.2859e+00
970865 +9.507478822e-07 +9.507478822e-07 -6.091999905e+01 -6.092000000e+01 +8.8888e-01 +2.6033e+00 +3.4116e+00 -1.1209e+00 -3.0905e+00 +2.0762e+00 +9.6453e-01 +9.3632e-01 -2.1195e+00 -2.6448e+00 -2.2257e+00 +2.3763e+00 -3.8247e+00 +3.2420e-01 +1.8564e-01 -3.3369e+00 +1.4782e+00 +1.9137e+00 +3.0526e+00 -2.2864e+00
1384769 +5.986576639e-07 +5.986576639e-07 -6.091999940e+01 -6.092000000e+01 +8.8888e-01 +2.6033e+00 +3.4124e+00 -1.1209e+00 -3.0905e+00 +2.0759e+00 +9.6442e-01 +9.3582e-01 -2.1191e+00 -2.6448e+00 -2.2257e+00 +2.3758e+00 -3.8247e+00 +3.2386e-01 +1.8564e-01 -3.3368e+00 +1.4782e+00 +1.9137e+00 +3.0527e+00 -2.2864e+00
1473255 +3.949635428e-07 +3.949635428e-07 -6.091999961e+01 -6.092000000e+01 +8.8888e-01 +2.6033e+00 +3.4121e+00 -1.1209e+00 -3.0905e+00 +2.0759e+00 +9.6440e-01 +9.3582e-01 -2.1193e+00 -2.6448e+00 -2.2257e+00 +2.3758e+00 -3.8247e+00 +3.2386e-01 +1.8564e-01 -3.3369e+00 +1.4782e+00 +1.9137e+00 +3.0527e+00 -2.2864e+00
1728800 +1.627793793e-07 +1.627793793e-07 -6.091999984e+01 -6.092000000e+01 +8.8888e-01 +2.6033e+00 +3.4120e+00 -1.1209e+00 -3.0905e+00 +2.0759e+00 +9.6411e-01 +9.3597e-01 -2.1192e+00 -2.6448e+00 -2.2257e+00 +2.3758e+00 -3.8247e+00 +3.2404e-01 +1.8564e-01 -3.3368e+00 +1.4783e+00 +1.9137e+00 +3.0527e+00 -2.2864e+00
1793136 +1.357798496e-07 +1.357798496e-07 -6.091999986e+01 -6.092000000e+01 +8.8888e-01 +2.6033e+00 +3.4120e+00 -1.1209e+00 -3.0905e+00 +2.0759e+00 +9.6411e-01 +9.3597e-01 -2.1192e+00 -2.6448e+00 -2.2257e+00 +2.3761e+00 -3.8247e+00 +3.2404e-01 +1.8564e-01 -3.3368e+00 +1.4783e+00 +1.9137e+00 +3.0527e+00 -2.2864e+00
% function evaluation | noise-free fitness - Fopt (-1.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.576468171e+02 +2.576468171e+02 +2.381668171e+02 -1.948000000e+01 -3.9915e-01 -3.1130e+00 -4.5344e-01 -3.3680e+00 +3.7031e+00 +3.9851e+00 -2.6780e+00 -4.0931e+00 -3.6719e+00 +3.8785e+00 +3.8188e+00 -6.4638e-01 +3.2603e-01 -4.0602e+00 +5.0697e-01 -7.5755e-01 -3.2967e-01 +2.3536e+00 +3.0999e+00 -2.6879e+00
368 +5.648892051e+01 +5.648892051e+01 +3.700892051e+01 -1.948000000e+01 -5.6356e-01 +2.5816e+00 -2.3105e+00 +2.6638e+00 +1.8638e+00 -1.3560e+00 -4.5738e+00 -2.9601e+00 +4.2396e+00 +4.9425e+00 -4.3656e+00 -4.2293e+00 +3.9441e+00 +3.1862e+00 +1.5795e+00 -1.0352e+00 -3.8803e+00 +3.4905e+00 +1.9842e-01 -2.9221e+00
723 +3.502071078e+01 +3.502071078e+01 +1.554071078e+01 -1.948000000e+01 -5.6356e-01 +2.5816e+00 -8.6101e-01 +2.6638e+00 +1.8638e+00 -1.3560e+00 -4.5738e+00 -2.9601e+00 +1.3824e+00 +8.9414e-01 -4.3656e+00 -4.2293e+00 +3.9441e+00 +3.1862e+00 +1.5795e+00 -1.0352e+00 -3.8803e+00 +3.4905e+00 +1.9842e-01 -2.9221e+00
1092 +1.663270851e+01 +1.663270851e+01 -2.847291490e+00 -1.948000000e+01 -1.4784e+00 +1.1513e+00 +2.1073e+00 +2.6638e+00 +1.8638e+00 -1.3560e+00 -3.6707e+00 -2.3950e+00 +1.3824e+00 +8.9414e-01 -4.3656e+00 -4.2293e+00 +3.9441e+00 +3.1862e+00 +1.5795e+00 -1.0352e+00 -3.8803e+00 +3.4905e+00 +1.9842e-01 +6.5623e-01
1459 +1.329371289e+01 +1.329371289e+01 -6.186287106e+00 -1.948000000e+01 -1.4784e+00 +1.1513e+00 +2.1073e+00 +2.6638e+00 +1.8638e+00 -1.3560e+00 -3.6707e+00 -2.3950e+00 +1.3824e+00 +8.9414e-01 -4.3656e+00 -4.2293e+00 +3.9441e+00 +3.1862e+00 +1.5795e+00 -6.2986e-01 -2.8972e+00 +3.4905e+00 +1.9842e-01 +6.5623e-01
2007 +9.737956981e+00 +9.737956981e+00 -9.742043019e+00 -1.948000000e+01 -1.4784e+00 +1.1513e+00 +2.1073e+00 +2.6638e+00 +1.8638e+00 -1.3560e+00 -3.4533e+00 -2.3950e+00 +1.3824e+00 +8.9414e-01 -2.8747e+00 -4.2293e+00 +3.9441e+00 +3.1862e+00 +8.7359e-01 -1.0352e+00 -2.8972e+00 +3.4905e+00 +1.9842e-01 +6.5623e-01
2543 +5.565390257e+00 +5.565390257e+00 -1.391460974e+01 -1.948000000e+01 -1.4784e+00 +1.1513e+00 +1.4985e+00 +2.1952e+00 +2.3607e+00 -1.3560e+00 -3.6707e+00 -2.3950e+00 +1.7165e+00 +1.0761e+00 -2.8747e+00 -4.2293e+00 +3.9441e+00 +3.1862e+00 +8.7359e-01 -1.0352e+00 -2.4951e+00 +3.4905e+00 +1.9842e-01 +6.5623e-01
3088 +3.625616648e+00 +3.625616648e+00 -1.585438335e+01 -1.948000000e+01 -1.4784e+00 +2.1225e+00 +1.4985e+00 +2.1952e+00 +2.3607e+00 -1.3560e+00 -3.6707e+00 -2.3950e+00 +1.7165e+00 +1.6719e+00 -2.8747e+00 -4.2293e+00 +3.9441e+00 +3.1862e+00 +8.7359e-01 -1.0352e+00 -1.7599e+00 +3.4905e+00 +1.9842e-01 +6.5623e-01
3639 +2.339414188e+00 +2.339414188e+00 -1.714058581e+01 -1.948000000e+01 -8.4436e-01 +2.1860e+00 +1.3235e+00 +1.8184e+00 +3.4825e+00 -1.3560e+00 -3.1893e+00 -2.3950e+00 +1.7165e+00 +1.0761e+00 -2.8747e+00 -4.2293e+00 +3.9441e+00 +3.1584e+00 +7.7526e-01 -1.1010e+00 -1.9249e+00 +3.4905e+00 +1.9842e-01 +6.5623e-01
3993 +1.293183033e+00 +1.293183033e+00 -1.818681697e+01 -1.948000000e+01 -9.3769e-01 +2.1860e+00 +9.8155e-01 +1.8184e+00 +3.4825e+00 -1.3560e+00 -3.1893e+00 -2.9350e+00 +1.7165e+00 +1.7892e+00 -2.8747e+00 -3.9530e+00 +3.9441e+00 +3.1862e+00 +8.7359e-01 -1.0352e+00 -1.7599e+00 +3.4905e+00 +1.9842e-01 +6.5623e-01
4553 +8.784839557e-01 +8.784839557e-01 -1.860151604e+01 -1.948000000e+01 -9.6180e-01 +1.9898e+00 +8.5500e-01 +1.8184e+00 +3.4825e+00 -1.3560e+00 -3.0880e+00 -2.9350e+00 +2.1430e+00 +1.6719e+00 -2.8747e+00 -3.2697e+00 +3.5927e+00 +3.1862e+00 +8.7359e-01 -1.0352e+00 -1.7599e+00 +3.4905e+00 +1.9842e-01 +6.5623e-01
4906 +6.030492248e-01 +6.030492248e-01 -1.887695078e+01 -1.948000000e+01 -9.3769e-01 +2.1860e+00 +9.8155e-01 +1.5432e+00 +3.4825e+00 -8.6201e-01 -3.0162e+00 -2.9350e+00 +2.1430e+00 +1.6719e+00 -2.8747e+00 -3.9530e+00 +3.5927e+00 +3.1862e+00 +8.7359e-01 -1.0352e+00 -1.6313e+00 +3.4905e+00 +1.9842e-01 +1.0020e+00
5443 +3.720904566e-01 +3.720904566e-01 -1.910790954e+01 -1.948000000e+01 -9.3769e-01 +2.1860e+00 +9.8155e-01 +1.5432e+00 +3.4825e+00 -8.6201e-01 -3.0162e+00 -2.9697e+00 +2.1430e+00 +1.6719e+00 -2.8747e+00 -3.2697e+00 +3.5927e+00 +3.1862e+00 +5.9357e-01 -1.0352e+00 -1.6313e+00 +3.4905e+00 +1.9842e-01 +1.0020e+00
5981 +1.970422713e-01 +1.970422713e-01 -1.928295773e+01 -1.948000000e+01 -9.3769e-01 +2.1860e+00 +9.8155e-01 +1.5432e+00 +3.2266e+00 -8.6201e-01 -3.0880e+00 -2.9350e+00 +2.1430e+00 +1.6719e+00 -2.8747e+00 -3.2697e+00 +3.5927e+00 +3.1862e+00 +5.9357e-01 -1.0352e+00 -1.6313e+00 +3.2254e+00 +2.8333e-01 +1.0020e+00
6160 +1.298310131e-01 +1.298310131e-01 -1.935016899e+01 -1.948000000e+01 -9.6180e-01 +1.9898e+00 +9.8155e-01 +1.5432e+00 +3.2266e+00 -8.6201e-01 -3.0880e+00 -2.9350e+00 +2.1430e+00 +1.6719e+00 -2.8747e+00 -3.6451e+00 +3.5927e+00 +3.1862e+00 +5.9357e-01 -1.0352e+00 -1.7599e+00 +3.2254e+00 +5.0156e-01 +1.0020e+00
6523 +9.798855250e-02 +9.798855250e-02 -1.938201145e+01 -1.948000000e+01 -9.6180e-01 +1.9898e+00 +9.8155e-01 +1.5432e+00 +3.2266e+00 -8.6201e-01 -3.0880e+00 -2.9350e+00 +2.1430e+00 +1.6719e+00 -2.8747e+00 -3.6451e+00 +3.5927e+00 +3.1862e+00 +4.3974e-01 -1.0352e+00 -1.6313e+00 +3.2254e+00 +2.8333e-01 +1.0020e+00
7804 +4.940714737e-02 +4.940714737e-02 -1.943059285e+01 -1.948000000e+01 -9.6180e-01 +1.9898e+00 +9.8155e-01 +1.5432e+00 +3.1247e+00 -1.0121e+00 -3.0880e+00 -2.8029e+00 +2.1022e+00 +1.6719e+00 -2.8747e+00 -3.6451e+00 +3.5053e+00 +3.2741e+00 +4.3974e-01 -1.0352e+00 -1.6313e+00 +3.2254e+00 +2.8333e-01 +1.0224e+00
8346 +3.841357753e-02 +3.841357753e-02 -1.944158642e+01 -1.948000000e+01 -9.6180e-01 +1.9898e+00 +9.8155e-01 +1.4386e+00 +3.1247e+00 -1.0121e+00 -3.0880e+00 -2.8029e+00 +2.1022e+00 +1.6719e+00 -2.8747e+00 -3.5127e+00 +3.5053e+00 +3.3051e+00 +4.3974e-01 -1.0352e+00 -1.6313e+00 +3.2254e+00 +2.8333e-01 +1.0224e+00
9066 +2.456702002e-02 +2.456702002e-02 -1.945543298e+01 -1.948000000e+01 -9.6180e-01 +1.9898e+00 +9.8155e-01 +1.4386e+00 +3.1898e+00 -1.0121e+00 -3.0880e+00 -2.8029e+00 +2.0196e+00 +1.6719e+00 -2.8747e+00 -3.5127e+00 +3.5053e+00 +3.2863e+00 +4.4915e-01 -1.0352e+00 -1.6313e+00 +3.2254e+00 +3.4558e-01 +1.0020e+00
40470 +1.445103152e-02 +1.445103152e-02 -1.946554897e+01 -1.948000000e+01 -9.6180e-01 +1.9898e+00 +9.8155e-01 +1.4623e+00 +3.1898e+00 -9.8940e-01 -3.0880e+00 -2.8279e+00 +2.0196e+00 +1.6719e+00 -2.8747e+00 -3.5541e+00 +3.5053e+00 +3.3051e+00 +4.4915e-01 -9.7429e-01 -1.6313e+00 +3.2586e+00 +3.4558e-01 +9.9241e-01
42734 +8.166805219e-03 +8.166805219e-03 -1.947183319e+01 -1.948000000e+01 -9.6180e-01 +2.0730e+00 +9.8155e-01 +1.4623e+00 +3.1725e+00 -9.8940e-01 -3.0880e+00 -2.8279e+00 +2.0196e+00 +1.7100e+00 -2.8965e+00 -3.5541e+00 +3.5053e+00 +3.3051e+00 +4.5940e-01 -9.7429e-01 -1.6313e+00 +3.2586e+00 +3.4558e-01 +9.9241e-01
43472 +5.987677679e-03 +5.987677679e-03 -1.947401232e+01 -1.948000000e+01 -9.6180e-01 +2.0730e+00 +9.8155e-01 +1.4623e+00 +3.1725e+00 -9.8940e-01 -3.0479e+00 -2.8279e+00 +2.0196e+00 +1.7100e+00 -2.8965e+00 -3.5541e+00 +3.5053e+00 +3.3051e+00 +4.5940e-01 -9.7429e-01 -1.6313e+00 +3.2586e+00 +3.4558e-01 +9.9241e-01
73530 +3.938754231e-03 +3.938754231e-03 -1.947606125e+01 -1.948000000e+01 -9.6180e-01 +2.0357e+00 +9.8155e-01 +1.4558e+00 +3.1775e+00 -9.7598e-01 -3.0517e+00 -2.8577e+00 +2.0644e+00 +1.6914e+00 -2.9153e+00 -3.5530e+00 +3.5053e+00 +3.3051e+00 +4.5957e-01 -9.6769e-01 -1.6313e+00 +3.2953e+00 +3.9753e-01 +9.6654e-01
84239 +2.207601212e-03 +2.207601212e-03 -1.947779240e+01 -1.948000000e+01 -9.4962e-01 +2.0238e+00 +9.8155e-01 +1.4989e+00 +3.1520e+00 -9.6230e-01 -3.0294e+00 -2.8427e+00 +2.0452e+00 +1.7225e+00 -2.9065e+00 -3.5351e+00 +3.4837e+00 +3.2948e+00 +4.7488e-01 -9.8077e-01 -1.6313e+00 +3.2810e+00 +3.9696e-01 +1.0020e+00
112089 +1.541624573e-03 +1.541624573e-03 -1.947845838e+01 -1.948000000e+01 -9.6180e-01 +2.0566e+00 +9.8006e-01 +1.4761e+00 +3.1508e+00 -9.7659e-01 -3.0408e+00 -2.8427e+00 +2.0514e+00 +1.7175e+00 -2.9092e+00 -3.5269e+00 +3.5053e+00 +3.2893e+00 +4.5384e-01 -9.8819e-01 -1.6313e+00 +3.2669e+00 +3.9756e-01 +9.9242e-01
127150 +9.885463066e-04 +9.885463066e-04 -1.947901145e+01 -1.948000000e+01 -9.6180e-01 +2.0410e+00 +9.8155e-01 +1.4623e+00 +3.1725e+00 -9.6735e-01 -3.0479e+00 -2.8344e+00 +2.0539e+00 +1.7204e+00 -2.8965e+00 -3.5541e+00 +3.4869e+00 +3.3051e+00 +4.6125e-01 -9.7429e-01 -1.6313e+00 +3.2618e+00 +3.9371e-01 +9.8636e-01
155717 +5.523436575e-04 +5.523436575e-04 -1.947944766e+01 -1.948000000e+01 -9.5415e-01 +2.0357e+00 +9.8155e-01 +1.4796e+00 +3.1754e+00 -9.7890e-01 -3.0521e+00 -2.8427e+00 +2.0529e+00 +1.7218e+00 -2.9065e+00 -3.5413e+00 +3.4837e+00 +3.2948e+00 +4.6584e-01 -9.8077e-01 -1.6313e+00 +3.2628e+00 +3.9696e-01 +9.8815e-01
179544 +3.979512366e-04 +3.979512366e-04 -1.947960205e+01 -1.948000000e+01 -9.4962e-01 +2.0566e+00 +9.8006e-01 +1.4761e+00 +3.1647e+00 -9.7659e-01 -3.0408e+00 -2.8427e+00 +2.0514e+00 +1.7175e+00 -2.9065e+00 -3.5351e+00 +3.4837e+00 +3.2948e+00 +4.6584e-01 -9.8077e-01 -1.6313e+00 +3.2711e+00 +3.9433e-01 +9.8815e-01
188119 +1.507832788e-04 +1.507832788e-04 -1.947984922e+01 -1.948000000e+01 -9.4962e-01 +2.0428e+00 +9.8006e-01 +1.4761e+00 +3.1647e+00 -9.7659e-01 -3.0408e+00 -2.8391e+00 +2.0514e+00 +1.7175e+00 -2.9065e+00 -3.5506e+00 +3.4894e+00 +3.2948e+00 +4.6584e-01 -9.8077e-01 -1.6313e+00 +3.2711e+00 +3.9433e-01 +9.7610e-01
233044 +7.535363924e-05 +7.535363924e-05 -1.947992465e+01 -1.948000000e+01 -9.5486e-01 +2.0490e+00 +9.8155e-01 +1.4815e+00 +3.1611e+00 -9.7598e-01 -3.0420e+00 -2.8390e+00 +2.0529e+00 +1.7218e+00 -2.9065e+00 -3.5457e+00 +3.4855e+00 +3.2948e+00 +4.6584e-01 -9.8077e-01 -1.6313e+00 +3.2700e+00 +3.9696e-01 +9.7813e-01
272547 +5.483878667e-05 +5.483878667e-05 -1.947994516e+01 -1.948000000e+01 -9.5486e-01 +2.0469e+00 +9.8006e-01 +1.4815e+00 +3.1647e+00 -9.7598e-01 -3.0408e+00 -2.8391e+00 +2.0514e+00 +1.7175e+00 -2.9061e+00 -3.5495e+00 +3.4894e+00 +3.2948e+00 +4.6584e-01 -9.8077e-01 -1.6313e+00 +3.2711e+00 +3.9433e-01 +9.8592e-01
295837 +3.608137276e-05 +3.608137276e-05 -1.947996392e+01 -1.948000000e+01 -9.5499e-01 +2.0461e+00 +9.8006e-01 +1.4819e+00 +3.1651e+00 -9.7659e-01 -3.0408e+00 -2.8422e+00 +2.0536e+00 +1.7204e+00 -2.9036e+00 -3.5439e+00 +3.4869e+00 +3.2962e+00 +4.6744e-01 -9.8249e-01 -1.6313e+00 +3.2711e+00 +3.9433e-01 +9.8116e-01
301356 +2.490122408e-05 +2.490122408e-05 -1.947997510e+01 -1.948000000e+01 -9.5486e-01 +2.0461e+00 +9.8006e-01 +1.4819e+00 +3.1651e+00 -9.7598e-01 -3.0420e+00 -2.8390e+00 +2.0529e+00 +1.7204e+00 -2.9065e+00 -3.5457e+00 +3.4855e+00 +3.2948e+00 +4.6584e-01 -9.8077e-01 -1.6313e+00 +3.2700e+00 +3.9433e-01 +9.8116e-01
356391 +1.417872539e-05 +1.417872539e-05 -1.947998582e+01 -1.948000000e+01 -9.5486e-01 +2.0461e+00 +9.8006e-01 +1.4819e+00 +3.1652e+00 -9.7659e-01 -3.0408e+00 -2.8391e+00 +2.0536e+00 +1.7204e+00 -2.9036e+00 -3.5439e+00 +3.4869e+00 +3.2980e+00 +4.6584e-01 -9.8077e-01 -1.6313e+00 +3.2711e+00 +3.9433e-01 +9.8116e-01
385696 +9.013909601e-06 +9.013909601e-06 -1.947999099e+01 -1.948000000e+01 -9.5486e-01 +2.0461e+00 +9.8006e-01 +1.4819e+00 +3.1651e+00 -9.7598e-01 -3.0420e+00 -2.8390e+00 +2.0529e+00 +1.7204e+00 -2.9036e+00 -3.5457e+00 +3.4869e+00 +3.2962e+00 +4.6584e-01 -9.8077e-01 -1.6313e+00 +3.2711e+00 +3.9433e-01 +9.8116e-01
440112 +3.787025108e-06 +3.787025108e-06 -1.947999621e+01 -1.948000000e+01 -9.5486e-01 +2.0461e+00 +9.8006e-01 +1.4815e+00 +3.1652e+00 -9.7598e-01 -3.0408e+00 -2.8390e+00 +2.0529e+00 +1.7204e+00 -2.9036e+00 -3.5464e+00 +3.4869e+00 +3.2962e+00 +4.6584e-01 -9.8003e-01 -1.6291e+00 +3.2711e+00 +3.9433e-01 +9.8116e-01
612358 +2.473799029e-06 +2.473799029e-06 -1.947999753e+01 -1.948000000e+01 -9.5499e-01 +2.0467e+00 +9.8006e-01 +1.4815e+00 +3.1652e+00 -9.7598e-01 -3.0408e+00 -2.8385e+00 +2.0536e+00 +1.7204e+00 -2.9037e+00 -3.5464e+00 +3.4869e+00 +3.2966e+00 +4.6584e-01 -9.8003e-01 -1.6291e+00 +3.2711e+00 +3.9433e-01 +9.8116e-01
661238 +1.357046241e-06 +1.357046241e-06 -1.947999864e+01 -1.948000000e+01 -9.5506e-01 +2.0464e+00 +9.8006e-01 +1.4815e+00 +3.1652e+00 -9.7598e-01 -3.0408e+00 -2.8385e+00 +2.0536e+00 +1.7204e+00 -2.9036e+00 -3.5464e+00 +3.4874e+00 +3.2966e+00 +4.6584e-01 -9.8003e-01 -1.6291e+00 +3.2711e+00 +3.9433e-01 +9.8192e-01
720638 +8.633046065e-07 +8.633046065e-07 -1.947999914e+01 -1.948000000e+01 -9.5506e-01 +2.0464e+00 +9.8002e-01 +1.4815e+00 +3.1656e+00 -9.7598e-01 -3.0408e+00 -2.8385e+00 +2.0536e+00 +1.7199e+00 -2.9037e+00 -3.5464e+00 +3.4876e+00 +3.2966e+00 +4.6584e-01 -9.8003e-01 -1.6291e+00 +3.2711e+00 +3.9433e-01 +9.8192e-01
937970 +5.624294026e-07 +5.624294026e-07 -1.947999944e+01 -1.948000000e+01 -9.5506e-01 +2.0464e+00 +9.8002e-01 +1.4815e+00 +3.1656e+00 -9.7598e-01 -3.0408e+00 -2.8385e+00 +2.0536e+00 +1.7199e+00 -2.9039e+00 -3.5464e+00 +3.4883e+00 +3.2966e+00 +4.6584e-01 -9.8003e-01 -1.6292e+00 +3.2711e+00 +3.9433e-01 +9.8192e-01
991918 +3.033771527e-07 +3.033771527e-07 -1.947999970e+01 -1.948000000e+01 -9.5506e-01 +2.0464e+00 +9.8002e-01 +1.4815e+00 +3.1656e+00 -9.7598e-01 -3.0408e+00 -2.8385e+00 +2.0536e+00 +1.7199e+00 -2.9039e+00 -3.5464e+00 +3.4879e+00 +3.2966e+00 +4.6584e-01 -9.8003e-01 -1.6297e+00 +3.2712e+00 +3.9433e-01 +9.8192e-01
1096263 +2.178716443e-07 +2.178716443e-07 -1.947999978e+01 -1.948000000e+01 -9.5506e-01 +2.0464e+00 +9.8002e-01 +1.4815e+00 +3.1656e+00 -9.7598e-01 -3.0408e+00 -2.8385e+00 +2.0536e+00 +1.7199e+00 -2.9039e+00 -3.5464e+00 +3.4879e+00 +3.2966e+00 +4.6584e-01 -9.8003e-01 -1.6297e+00 +3.2712e+00 +3.9433e-01 +9.8147e-01
1229208 +1.565230470e-07 +1.565230470e-07 -1.947999984e+01 -1.948000000e+01 -9.5506e-01 +2.0464e+00 +9.8002e-01 +1.4815e+00 +3.1656e+00 -9.7598e-01 -3.0408e+00 -2.8384e+00 +2.0536e+00 +1.7199e+00 -2.9040e+00 -3.5464e+00 +3.4879e+00 +3.2966e+00 +4.6544e-01 -9.8003e-01 -1.6297e+00 +3.2712e+00 +3.9433e-01 +9.8147e-01
1557732 +8.739385393e-08 +8.739385393e-08 -1.947999991e+01 -1.948000000e+01 -9.5506e-01 +2.0464e+00 +9.8002e-01 +1.4815e+00 +3.1656e+00 -9.7598e-01 -3.0408e+00 -2.8384e+00 +2.0536e+00 +1.7199e+00 -2.9040e+00 -3.5464e+00 +3.4879e+00 +3.2968e+00 +4.6573e-01 -9.8003e-01 -1.6297e+00 +3.2712e+00 +3.9433e-01 +9.8163e-01
